index,City,Date,Card Type,Exp Type,Gender,Amount,Month
5799,"Bengaluru, India",2014-08-16,Silver,Entertainment,M,20195,August
5800,"Greater Mumbai, India",2014-10-28,Silver,Bills,M,88410,October
5801,"Delhi, India",2014-06-09,Gold,Entertainment,M,103845,June
5802,"Bengaluru, India",2014-03-28,Platinum,Entertainment,F,33708,March
5803,"Delhi, India",2015-05-16,Platinum,Bills,F,147289,May
5804,"Delhi, India",2014-01-29,Signature,Bills,F,76388,January
5805,"Greater Mumbai, India",2014-08-27,Silver,Fuel,M,116355,August
5806,"Ahmedabad, India",2015-03-07,Signature,Bills,M,201433,March
5807,"Greater Mumbai, India",2014-02-07,Signature,Bills,M,77802,February
5808,"Greater Mumbai, India",2014-03-14,Platinum,Entertainment,F,174403,March
5809,"Bengaluru, India",2015-01-14,Silver,Entertainment,F,251908,January
5810,"Delhi, India",2015-01-19,Gold,Bills,F,116792,January
5811,"Delhi, India",2015-02-27,Platinum,Bills,F,109739,February
5812,"Greater Mumbai, India",2015-01-11,Silver,Food,M,73828,January
5813,"Delhi, India",2014-02-20,Silver,Bills,F,282352,February
5814,"Ahmedabad, India",2014-10-12,Silver,Food,M,256172,October
5815,"Greater Mumbai, India",2014-10-05,Signature,Entertainment,F,47154,October
5816,"Bengaluru, India",2015-04-02,Platinum,Food,F,180334,April
5817,"Greater Mumbai, India",2014-04-14,Signature,Entertainment,F,172935,April
5818,"Ahmedabad, India",2014-11-17,Signature,Fuel,F,38079,November
5819,"Greater Mumbai, India",2014-07-29,Gold,Fuel,M,247823,July
5820,"Delhi, India",2014-08-19,Silver,Bills,F,44916,August
5821,"Delhi, India",2014-03-14,Platinum,Bills,F,19797,March
5822,"Bengaluru, India",2014-10-27,Silver,Grocery,M,130969,October
5823,"Ahmedabad, India",2014-05-15,Silver,Grocery,M,85110,May
5824,"Ahmedabad, India",2015-04-29,Signature,Food,F,49404,April
5825,"Greater Mumbai, India",2014-04-18,Gold,Grocery,M,196334,April
5826,"Greater Mumbai, India",2013-10-26,Platinum,Food,M,60841,October
5827,"Bengaluru, India",2015-03-21,Signature,Food,F,11517,March
5828,"Greater Mumbai, India",2014-12-07,Platinum,Entertainment,M,205090,December
5829,"Delhi, India",2014-02-12,Platinum,Entertainment,M,159208,February
5830,"Greater Mumbai, India",2015-05-03,Silver,Fuel,M,57070,May
5831,"Bengaluru, India",2014-11-09,Gold,Entertainment,F,147920,November
5832,"Bengaluru, India",2014-03-23,Platinum,Grocery,M,228214,March
5833,"Bengaluru, India",2014-01-19,Platinum,Food,M,71124,January
5834,"Ahmedabad, India",2014-04-04,Silver,Fuel,F,201668,April
5835,"Delhi, India",2014-11-27,Signature,Grocery,F,190844,November
5836,"Greater Mumbai, India",2014-01-05,Signature,Grocery,M,73746,January
5837,"Ahmedabad, India",2014-01-01,Signature,Bills,M,73692,January
5838,"Bengaluru, India",2014-09-29,Signature,Bills,M,277289,September
5839,"Delhi, India",2015-02-26,Silver,Food,F,179085,February
5840,"Ahmedabad, India",2015-01-05,Silver,Entertainment,M,189228,January
5841,"Greater Mumbai, India",2015-03-01,Silver,Grocery,F,136410,March
5842,"Ahmedabad, India",2014-10-08,Silver,Grocery,M,18931,October
5843,"Delhi, India",2013-10-15,Signature,Bills,F,81072,October
5844,"Ahmedabad, India",2014-04-19,Silver,Grocery,F,115482,April
5845,"Greater Mumbai, India",2015-03-01,Gold,Entertainment,M,114579,March
5846,"Delhi, India",2014-07-10,Signature,Food,F,271216,July
5847,"Ahmedabad, India",2014-07-27,Silver,Bills,F,165086,July
5848,"Ahmedabad, India",2014-09-26,Silver,Fuel,F,260265,September
5849,"Bengaluru, India",2014-10-11,Silver,Bills,M,97611,October
5850,"Delhi, India",2014-04-01,Silver,Grocery,M,72581,April
5851,"Bengaluru, India",2014-07-12,Signature,Food,M,198893,July
5852,"Ahmedabad, India",2013-11-14,Signature,Fuel,M,170975,November
5853,"Greater Mumbai, India",2015-02-02,Signature,Grocery,M,215296,February
5854,"Bengaluru, India",2014-04-30,Signature,Entertainment,F,278718,April
5855,"Greater Mumbai, India",2014-09-14,Platinum,Food,M,216271,September
5856,"Ahmedabad, India",2015-05-21,Platinum,Entertainment,F,236808,May
5857,"Greater Mumbai, India",2014-06-13,Platinum,Bills,M,118644,June
5858,"Greater Mumbai, India",2015-01-19,Silver,Fuel,M,20292,January
5859,"Ahmedabad, India",2014-04-03,Platinum,Fuel,M,143739,April
5860,"Delhi, India",2013-10-08,Platinum,Bills,F,136828,October
5861,"Greater Mumbai, India",2014-11-04,Platinum,Bills,F,46391,November
5862,"Greater Mumbai, India",2013-11-23,Signature,Grocery,F,270421,November
5863,"Ahmedabad, India",2015-02-07,Platinum,Fuel,M,77683,February
5864,"Greater Mumbai, India",2013-12-10,Signature,Entertainment,F,214789,December
5865,"Ahmedabad, India",2013-11-20,Signature,Fuel,F,268450,November
5866,"Ahmedabad, India",2014-11-26,Signature,Bills,M,163904,November
5867,"Delhi, India",2014-07-09,Platinum,Entertainment,M,226314,July
5868,"Bengaluru, India",2014-06-07,Platinum,Fuel,M,32557,June
5869,"Bengaluru, India",2014-02-11,Platinum,Bills,M,8174,February
5870,"Bengaluru, India",2013-10-24,Silver,Fuel,F,111010,October
5871,"Ahmedabad, India",2014-07-21,Platinum,Fuel,F,38088,July
5872,"Greater Mumbai, India",2014-09-18,Silver,Food,F,65961,September
5873,"Ahmedabad, India",2015-01-10,Silver,Food,M,182686,January
5874,"Delhi, India",2015-05-14,Gold,Food,F,219763,May
5875,"Delhi, India",2013-11-12,Silver,Fuel,M,100951,November
5876,"Delhi, India",2013-12-05,Silver,Entertainment,F,176495,December
5877,"Ahmedabad, India",2015-04-08,Silver,Fuel,M,35984,April
5878,"Greater Mumbai, India",2014-01-17,Platinum,Food,F,128488,January
5879,"Ahmedabad, India",2015-01-15,Gold,Entertainment,M,129893,January
5880,"Bengaluru, India",2014-11-08,Platinum,Entertainment,M,242005,November
5881,"Ahmedabad, India",2015-03-30,Silver,Entertainment,M,298112,March
5882,"Bengaluru, India",2015-04-07,Signature,Fuel,M,81121,April
5883,"Bengaluru, India",2014-12-06,Signature,Fuel,F,152225,December
5884,"Greater Mumbai, India",2013-11-19,Platinum,Grocery,F,273383,November
5885,"Greater Mumbai, India",2013-10-25,Silver,Bills,F,154879,October
5886,"Greater Mumbai, India",2013-12-01,Platinum,Fuel,M,23427,December
5887,"Greater Mumbai, India",2013-11-05,Gold,Food,F,52417,November
5888,"Bengaluru, India",2014-10-21,Gold,Grocery,F,218306,October
5889,"Ahmedabad, India",2014-06-17,Gold,Grocery,M,240454,June
5890,"Greater Mumbai, India",2015-01-14,Gold,Fuel,M,51258,January
5891,"Ahmedabad, India",2015-01-03,Signature,Entertainment,F,132760,January
5892,"Ahmedabad, India",2014-11-03,Platinum,Grocery,F,123482,November
5893,"Bengaluru, India",2013-12-18,Platinum,Food,M,289610,December
5894,"Greater Mumbai, India",2014-07-01,Gold,Entertainment,M,248849,July
5895,"Greater Mumbai, India",2015-03-02,Gold,Food,F,38655,March
5896,"Ahmedabad, India",2014-04-05,Silver,Fuel,F,192357,April
5897,"Ahmedabad, India",2013-11-23,Silver,Fuel,F,142874,November
5898,"Greater Mumbai, India",2014-12-15,Silver,Entertainment,M,232906,December
5899,"Delhi, India",2014-10-17,Platinum,Fuel,M,151112,October
5900,"Delhi, India",2014-03-31,Gold,Entertainment,M,273365,March
5901,"Greater Mumbai, India",2014-03-31,Silver,Grocery,F,71137,March
5902,"Bengaluru, India",2014-11-11,Signature,Grocery,M,246486,November
5903,"Bengaluru, India",2014-05-24,Silver,Entertainment,F,106251,May
5904,"Bengaluru, India",2015-02-11,Gold,Bills,M,146502,February
5905,"Delhi, India",2013-11-19,Gold,Bills,F,259680,November
5906,"Bengaluru, India",2015-02-10,Silver,Food,M,203404,February
5907,"Delhi, India",2014-02-16,Silver,Food,F,134457,February
5908,"Greater Mumbai, India",2015-03-09,Signature,Food,M,165037,March
5909,"Greater Mumbai, India",2014-02-28,Silver,Grocery,F,133304,February
5910,"Delhi, India",2014-04-22,Signature,Bills,M,16154,April
5911,"Bengaluru, India",2013-11-10,Signature,Food,F,26796,November
5912,"Bengaluru, India",2014-08-10,Platinum,Fuel,M,84033,August
5913,"Greater Mumbai, India",2014-01-29,Platinum,Food,M,55689,January
5914,"Delhi, India",2014-05-22,Silver,Fuel,M,85398,May
5915,"Ahmedabad, India",2014-11-25,Gold,Entertainment,M,66656,November
5916,"Ahmedabad, India",2015-05-18,Platinum,Fuel,M,95552,May
5917,"Bengaluru, India",2014-07-26,Silver,Bills,M,167036,July
5918,"Bengaluru, India",2015-02-24,Silver,Grocery,M,254790,February
5919,"Greater Mumbai, India",2014-05-31,Silver,Food,F,240696,May
5920,"Ahmedabad, India",2013-10-05,Signature,Entertainment,M,261523,October
5921,"Ahmedabad, India",2013-11-28,Signature,Entertainment,M,160680,November
5922,"Greater Mumbai, India",2014-08-14,Signature,Fuel,F,100748,August
5923,"Ahmedabad, India",2014-03-16,Gold,Entertainment,M,237689,March
5924,"Ahmedabad, India",2014-12-21,Gold,Grocery,M,243058,December
5925,"Delhi, India",2014-11-23,Signature,Entertainment,M,250415,November
5926,"Greater Mumbai, India",2013-12-21,Gold,Entertainment,M,118163,December
5927,"Delhi, India",2014-07-28,Silver,Grocery,F,106556,July
5928,"Ahmedabad, India",2015-03-30,Signature,Food,F,104254,March
5929,"Delhi, India",2014-10-22,Platinum,Bills,M,123452,October
5930,"Greater Mumbai, India",2014-06-18,Gold,Bills,F,55221,June
5931,"Delhi, India",2013-12-21,Signature,Food,F,257426,December
5932,"Bengaluru, India",2015-03-10,Platinum,Fuel,F,165467,March
5933,"Bengaluru, India",2014-03-18,Signature,Food,M,248403,March
5934,"Bengaluru, India",2014-06-28,Silver,Fuel,M,93943,June
5935,"Ahmedabad, India",2015-05-10,Platinum,Entertainment,M,141839,May
5936,"Ahmedabad, India",2014-04-14,Gold,Bills,F,135442,April
5937,"Delhi, India",2014-07-13,Signature,Grocery,M,143138,July
5938,"Greater Mumbai, India",2015-01-16,Gold,Food,F,9706,January
5939,"Ahmedabad, India",2013-10-31,Silver,Fuel,F,118753,October
5940,"Greater Mumbai, India",2014-12-23,Silver,Bills,F,177990,December
5941,"Delhi, India",2015-02-03,Platinum,Entertainment,M,248907,February
5942,"Bengaluru, India",2015-01-13,Platinum,Food,M,267270,January
5943,"Bengaluru, India",2014-10-30,Gold,Bills,F,112654,October
5944,"Bengaluru, India",2014-12-23,Gold,Fuel,M,142153,December
5945,"Delhi, India",2015-04-01,Silver,Entertainment,M,17680,April
5946,"Bengaluru, India",2015-05-03,Gold,Grocery,M,74387,May
5947,"Bengaluru, India",2015-04-16,Gold,Bills,F,217924,April
5948,"Ahmedabad, India",2014-08-23,Platinum,Food,F,58449,August
5949,"Greater Mumbai, India",2015-02-13,Silver,Entertainment,F,176193,February
5950,"Bengaluru, India",2013-11-05,Silver,Grocery,F,273139,November
5951,"Delhi, India",2014-03-07,Signature,Fuel,F,100880,March
5952,"Ahmedabad, India",2014-08-18,Platinum,Fuel,M,71360,August
5953,"Greater Mumbai, India",2014-12-26,Gold,Grocery,F,81157,December
5954,"Ahmedabad, India",2015-02-11,Gold,Food,F,192414,February
5955,"Delhi, India",2015-04-05,Platinum,Entertainment,F,85403,April
5956,"Delhi, India",2015-05-21,Platinum,Entertainment,M,27147,May
5957,"Delhi, India",2015-03-06,Platinum,Fuel,M,95877,March
5958,"Bengaluru, India",2014-12-25,Platinum,Food,F,292838,December
5959,"Delhi, India",2015-03-29,Platinum,Bills,M,181191,March
5960,"Bengaluru, India",2014-11-02,Platinum,Bills,M,13919,November
5961,"Ahmedabad, India",2014-05-17,Silver,Fuel,F,89928,May
5962,"Greater Mumbai, India",2014-08-15,Platinum,Food,F,191752,August
5963,"Ahmedabad, India",2015-03-11,Gold,Bills,F,41080,March
5964,"Ahmedabad, India",2013-12-14,Gold,Bills,F,137282,December
5965,"Ahmedabad, India",2014-10-12,Gold,Entertainment,M,219812,October
5966,"Greater Mumbai, India",2014-01-23,Silver,Entertainment,M,244321,January
5967,"Delhi, India",2015-04-17,Gold,Bills,M,115674,April
5968,"Greater Mumbai, India",2014-08-29,Signature,Food,M,88965,August
5969,"Bengaluru, India",2013-12-11,Silver,Fuel,M,134551,December
5970,"Ahmedabad, India",2015-04-03,Silver,Food,F,138823,April
5971,"Ahmedabad, India",2014-02-12,Platinum,Fuel,M,209163,February
5972,"Bengaluru, India",2014-05-05,Platinum,Fuel,M,67461,May
5973,"Greater Mumbai, India",2014-09-03,Signature,Food,F,287125,September
5974,"Ahmedabad, India",2014-11-13,Gold,Bills,F,76052,November
5975,"Delhi, India",2015-05-13,Gold,Entertainment,M,268010,May
5976,"Greater Mumbai, India",2014-05-13,Gold,Entertainment,F,214912,May
5977,"Bengaluru, India",2014-08-06,Silver,Fuel,F,255356,August
5978,"Delhi, India",2013-12-26,Platinum,Bills,F,206998,December
5979,"Bengaluru, India",2014-12-11,Silver,Grocery,F,168875,December
5980,"Ahmedabad, India",2014-11-08,Signature,Food,F,203159,November
5981,"Delhi, India",2014-03-17,Silver,Food,M,11985,March
5982,"Ahmedabad, India",2014-02-11,Silver,Food,F,269930,February
5983,"Ahmedabad, India",2014-06-20,Gold,Entertainment,M,55147,June
5984,"Delhi, India",2015-03-02,Silver,Grocery,F,15170,March
5985,"Ahmedabad, India",2015-05-20,Gold,Entertainment,M,56381,May
5986,"Delhi, India",2014-07-31,Silver,Grocery,M,186618,July
5987,"Greater Mumbai, India",2014-08-14,Gold,Entertainment,M,105690,August
5988,"Ahmedabad, India",2013-10-13,Platinum,Bills,F,31352,October
5989,"Greater Mumbai, India",2014-10-05,Signature,Entertainment,F,58763,October
5990,"Delhi, India",2014-08-26,Silver,Bills,F,228302,August
5991,"Greater Mumbai, India",2015-02-26,Signature,Food,F,156609,February
5992,"Ahmedabad, India",2014-02-11,Signature,Grocery,F,211401,February
5993,"Greater Mumbai, India",2014-01-04,Silver,Food,F,218229,January
5994,"Ahmedabad, India",2015-02-10,Gold,Food,F,214351,February
5995,"Ahmedabad, India",2015-02-14,Signature,Entertainment,M,125879,February
5996,"Greater Mumbai, India",2014-04-12,Signature,Bills,F,132730,April
5997,"Ahmedabad, India",2014-12-01,Gold,Fuel,M,250387,December
5998,"Greater Mumbai, India",2014-09-11,Platinum,Grocery,F,111607,September
5999,"Delhi, India",2014-03-06,Gold,Fuel,F,23389,March
6000,"Greater Mumbai, India",2014-04-28,Signature,Food,F,186381,April
6001,"Bengaluru, India",2014-11-14,Gold,Food,M,247593,November
6002,"Delhi, India",2014-04-05,Signature,Entertainment,F,135141,April
6003,"Delhi, India",2015-03-24,Gold,Food,F,80175,March
6004,"Bengaluru, India",2014-10-24,Gold,Food,M,270772,October
6005,"Greater Mumbai, India",2014-06-22,Signature,Food,F,41221,June
6006,"Bengaluru, India",2014-09-28,Platinum,Fuel,F,190611,September
6007,"Delhi, India",2013-12-13,Signature,Fuel,F,143334,December
6008,"Bengaluru, India",2014-08-23,Gold,Grocery,F,207921,August
6009,"Ahmedabad, India",2015-01-10,Silver,Grocery,F,266075,January
6010,"Greater Mumbai, India",2014-06-16,Signature,Fuel,F,84784,June
6011,"Delhi, India",2015-01-27,Platinum,Bills,F,24734,January
6012,"Delhi, India",2014-11-29,Signature,Fuel,F,260476,November
6013,"Ahmedabad, India",2014-08-29,Platinum,Fuel,M,49435,August
6014,"Ahmedabad, India",2014-09-13,Silver,Entertainment,M,189584,September
6015,"Delhi, India",2014-07-02,Platinum,Food,F,69876,July
6016,"Delhi, India",2013-12-22,Silver,Entertainment,M,94246,December
6017,"Ahmedabad, India",2014-10-11,Gold,Food,F,85547,October
6018,"Greater Mumbai, India",2014-04-12,Silver,Grocery,F,121403,April
6019,"Ahmedabad, India",2014-07-07,Gold,Fuel,F,60148,July
6020,"Ahmedabad, India",2013-12-25,Silver,Entertainment,F,217338,December
6021,"Delhi, India",2014-11-03,Platinum,Bills,M,261978,November
6022,"Greater Mumbai, India",2014-02-26,Silver,Food,F,261257,February
6023,"Ahmedabad, India",2015-01-15,Signature,Entertainment,F,271653,January
6024,"Bengaluru, India",2014-11-15,Platinum,Fuel,M,147408,November
6025,"Greater Mumbai, India",2014-02-17,Silver,Fuel,F,179885,February
6026,"Delhi, India",2014-10-24,Gold,Grocery,M,270239,October
6027,"Greater Mumbai, India",2014-02-16,Silver,Entertainment,F,29588,February
6028,"Ahmedabad, India",2014-09-10,Signature,Grocery,F,226461,September
6029,"Bengaluru, India",2014-09-14,Platinum,Food,F,259537,September
6030,"Ahmedabad, India",2014-11-28,Silver,Bills,M,28057,November
6031,"Ahmedabad, India",2014-12-14,Platinum,Entertainment,M,19460,December
6032,"Ahmedabad, India",2015-03-08,Platinum,Fuel,F,195491,March
6033,"Ahmedabad, India",2013-11-26,Silver,Food,F,106148,November
6034,"Bengaluru, India",2014-05-25,Silver,Food,F,23886,May
6035,"Greater Mumbai, India",2015-03-31,Gold,Bills,F,122144,March
6036,"Ahmedabad, India",2015-01-08,Gold,Entertainment,M,117939,January
6037,"Bengaluru, India",2013-10-08,Platinum,Fuel,M,203352,October
6038,"Ahmedabad, India",2013-10-27,Silver,Bills,F,228689,October
6039,"Bengaluru, India",2015-04-30,Silver,Bills,F,174063,April
6040,"Delhi, India",2014-10-28,Gold,Bills,F,98287,October
6041,"Bengaluru, India",2013-10-22,Signature,Fuel,M,7450,October
6042,"Bengaluru, India",2014-05-15,Signature,Fuel,F,36167,May
6043,"Bengaluru, India",2014-03-22,Platinum,Grocery,F,162449,March
6044,"Ahmedabad, India",2015-04-14,Gold,Grocery,F,45868,April
6045,"Ahmedabad, India",2013-11-04,Platinum,Entertainment,M,266056,November
6046,"Delhi, India",2015-01-11,Signature,Bills,M,296402,January
6047,"Greater Mumbai, India",2014-01-19,Silver,Entertainment,M,195084,January
6048,"Delhi, India",2014-04-12,Platinum,Entertainment,M,254787,April
6049,"Ahmedabad, India",2014-11-12,Gold,Food,F,105239,November
6050,"Bengaluru, India",2014-04-11,Signature,Entertainment,F,211230,April
6051,"Ahmedabad, India",2014-11-01,Silver,Grocery,M,90293,November
6052,"Delhi, India",2014-10-29,Signature,Food,F,138252,October
6053,"Delhi, India",2013-12-28,Silver,Fuel,M,131560,December
6054,"Bengaluru, India",2013-12-18,Signature,Bills,M,47271,December
6055,"Delhi, India",2013-11-04,Silver,Grocery,F,119316,November
6056,"Bengaluru, India",2014-06-20,Silver,Bills,F,171839,June
6057,"Delhi, India",2014-12-18,Platinum,Entertainment,M,280205,December
6058,"Delhi, India",2014-08-25,Silver,Grocery,M,242841,August
6059,"Delhi, India",2015-01-27,Signature,Entertainment,M,186290,January
6060,"Greater Mumbai, India",2014-03-29,Signature,Grocery,M,72024,March
6061,"Ahmedabad, India",2013-12-31,Gold,Entertainment,F,92171,December
6062,"Delhi, India",2014-11-20,Signature,Food,M,246380,November
6063,"Greater Mumbai, India",2014-03-09,Gold,Grocery,F,274879,March
6064,"Ahmedabad, India",2014-05-03,Gold,Food,F,25370,May
6065,"Ahmedabad, India",2014-10-05,Gold,Fuel,M,93773,October
6066,"Bengaluru, India",2013-11-30,Signature,Grocery,F,81211,November
6067,"Ahmedabad, India",2014-12-10,Signature,Entertainment,M,292107,December
6068,"Ahmedabad, India",2014-08-11,Signature,Food,M,253853,August
6069,"Delhi, India",2013-11-13,Signature,Grocery,F,8239,November
6070,"Delhi, India",2014-08-08,Gold,Grocery,M,197584,August
6071,"Ahmedabad, India",2014-06-08,Signature,Fuel,M,38033,June
6072,"Bengaluru, India",2015-03-10,Platinum,Food,M,150205,March
6073,"Delhi, India",2015-03-26,Gold,Fuel,F,77399,March
6074,"Delhi, India",2014-01-28,Signature,Entertainment,F,6838,January
6075,"Greater Mumbai, India",2013-12-16,Signature,Bills,F,76214,December
6076,"Greater Mumbai, India",2014-10-13,Gold,Grocery,F,122681,October
6077,"Delhi, India",2014-11-14,Gold,Entertainment,M,59817,November
6078,"Delhi, India",2014-08-18,Platinum,Fuel,M,98575,August
6079,"Ahmedabad, India",2015-02-23,Gold,Fuel,F,232951,February
6080,"Ahmedabad, India",2015-02-10,Signature,Grocery,M,286697,February
6081,"Ahmedabad, India",2014-10-12,Platinum,Entertainment,M,143103,October
6082,"Delhi, India",2014-04-22,Silver,Fuel,F,130837,April
6083,"Bengaluru, India",2013-12-30,Platinum,Food,F,128712,December
6084,"Greater Mumbai, India",2015-03-06,Signature,Entertainment,F,129386,March
6085,"Bengaluru, India",2015-03-04,Gold,Entertainment,F,233437,March
6086,"Bengaluru, India",2013-10-19,Silver,Entertainment,M,223780,October
6087,"Ahmedabad, India",2014-08-02,Gold,Fuel,M,81273,August
